location,reason,site_id,speed_limit,the_geom
NB 130 St btwn 111 Ave - N of 113 Ave,Designated Zone - Playground;,4089,30,"MULTILINESTRING ((-113.54620588186776 53.55890394268587, -113.54620855652499 53.560490489165495, -113.54621085003342 53.56207342950794, -113.54621484546239 53.56229806140515))"
SB 118 St S of 152 - N of 145 Ave,Designated Zone - Playground;,4260,30,"MULTILINESTRING ((-113.52552692938751 53.6125578143942, -113.52567210569259 53.6123723287719, -113.52600490742343 53.611947119101266, -113.52615519111633 53.611644114883376, -113.52617326357627 53.61133828043791, -113.52614407190781 53.61111321011095, -113.5256491076697 53.609942119291844, -113.52556473458013 53.60974248568723, -113.52542861364596 53.60933794712174, -113.52538941266272 53.609044660804884, -113.52539257208262 53.60871316546399))"
EB 140 Ave Btwn 93 - 88 A St,Designated Zone - Playground;,4240,30,"MULTILINESTRING ((-113.48413385982454 53.603071453653946, -113.48255538559218 53.602848013473356, -113.48219481689516 53.6028163654108, -113.48183868073097 53.60280056865768, -113.48146449382968 53.602791820270625, -113.48106926479801 53.6028040379937, -113.47958348430485 53.602866587196544, -113.47680300066364 53.60298357512939, -113.4765926587781 53.60298880262588, -113.47636443200187 53.60298598007925, -113.476166870543 53.60297637216378))"
NB 167 St btwn 80 - S of 83 Ave,Designated Zone - Playground;,4043,30,"MULTILINESTRING ((-113.60935598086073 53.513837904436166, -113.6093509269193 53.51425644749751, -113.60934565090238 53.514686828876826, -113.60934214304038 53.51497298420174, -113.60934733405715 53.51504443188037, -113.60936636306492 53.51512038722503, -113.60963972408773 53.51583677331645))"
122 St NB between 51 - 62 Ave,Higher Frequency of Collisions;,2556,60,"MULTILINESTRING ((-113.54105525772103 53.48867971847124, -113.54105488077495 53.49047465576739, -113.54105699432516 53.4916205786146, -113.54105429791638 53.493659027683286, -113.54105328059326 53.49487115892012, -113.54106372239833 53.495916341369956, -113.54106505688215 53.497134238548824, -113.54106695354275 53.49774404993419))"
SB 80 St btwn Millwoods Rd S - 14 Ave,Designated Zone - Playground;,4020,30,"MULTILINESTRING ((-113.45127806897848 53.44634780535753, -113.45214956022458 53.44610907664095, -113.45248023701966 53.446011182101664, -113.45280036772198 53.44590150240015, -113.4531368562693 53.4457686611664, -113.45345798397011 53.44562289578808, -113.45374293872213 53.44547520915622, -113.4540121945746 53.44531737300243, -113.45426459197293 53.445149899738944, -113.45449916543087 53.444973431169316, -113.45471501684105 53.44478864085609, -113.45491132144754 53.44459623774045, -113.45508732794717 53.44439695805322, -113.45524236302451 53.444191563536435))"
NB Jackson Rd btwn Jordan Cres - Jefferson Rd,Designated Zone - Playground;,4021,30,"MULTILINESTRING ((-113.41069287622382 53.48276268969032, -113.41042941942543 53.483061299151785, -113.41026230257424 53.48323776937531, -113.41007447503826 53.483406666961514, -113.40985910668768 53.48357130722251, -113.40962404461462 53.483726067505515, -113.40909895297976 53.48400197726073, -113.40881192537239 53.484121550795486, -113.40851068250119 53.48422795959036, -113.4081969293028 53.48432060272019, -113.40787263781162 53.48439928497267, -113.40759380384225 53.484453256935055, -113.4073099875576 53.48449702224622, -113.40702211668341 53.48453007775645, -113.40673133521729 53.484552294322704, -113.40643878510929 53.48456358234156, -113.40614562276608 53.48456389632448, -113.40585301148909 53.48455323665777, -113.4055620619627 53.48453181105715))"
SB 180 St S of 73 Ave - Willow Ct,Designated Zone - Playground;,4130,30,"MULTILINESTRING ((-113.63336224524181 53.50682273860923, -113.63352219035502 53.506507002052, -113.633763890365 53.506052821037606, -113.63392881799496 53.50560596528207, -113.63395642671901 53.50532978361853, -113.63395909189857 53.50473277673513))"
NB 127 St Btwn 115 - N of 116 ave,Designated Zone - Playground;,4131,30,"MULTILINESTRING ((-113.54118164126643 53.565247430465796, -113.54118468667463 53.56684083250985, -113.54118628044033 53.56755969368854))"
NB 182 St N of 84 -87 Ave,Designated Zone - Playground;,4186,30,"MULTILINESTRING ((-113.63720074999561 53.51748030785185, -113.63698343572408 53.5178604524931, -113.63685535715747 53.518167090026985, -113.63683128366529 53.51862364767554, -113.6368879317997 53.51906843527946, -113.63706091187592 53.519456345976025, -113.63715288645824 53.51990139247759, -113.63715060889572 53.521099337517214))"
NB 21 St Btwn 146 - 151 Ave,Designated Zone - Playground;,4222,30,"MULTILINESTRING ((-113.37375760548616 53.60944199480226, -113.37347512597695 53.60950116624437, -113.37307971496567 53.60962477246159, -113.37276425883417 53.60976912898996, -113.3724261505593 53.60998947346127, -113.37218160969235 53.61022322787213, -113.37201978856706 53.61046883521645, -113.37192349672905 53.61075554030142, -113.3719196865884 53.61125819796677, -113.37191650073372 53.61167845756356, -113.37194831597847 53.611846037550016, -113.37204755485361 53.61208040184205, -113.37232630332056 53.612425406457454, -113.37273056287079 53.612713517664666))"
EB 132 Ave btwn 74 - 76 St,Designated Zone - Playground;,4311,30,"MULTILINESTRING ((-113.45785274418174 53.59224138911176, -113.45765188038966 53.5922417162376, -113.45553152779057 53.59224184217287))"
NB 97 St N of 73-75 Ave,Designated Zone - Playground;,4208,30,"MULTILINESTRING ((-113.4797751294157 53.50995875732558, -113.47977512670296 53.509964764500175, -113.47977487082002 53.51038634564654, -113.47977282383229 53.51086087116409, -113.47977066226102 53.51136210273319))"
EB 63 Ave Btwn 127 - 124 St,Designated Zone - Playground;,4248,30,"MULTILINESTRING ((-113.54771746321862 53.49972640509657, -113.54631066009408 53.50012244535116, -113.54594449958977 53.50020022765735, -113.54557124790006 53.50026493143607, -113.54519222047506 53.500316329785406, -113.54480874738027 53.500354240804874, -113.544402806467 53.50037938833617, -113.5439950257652 53.500389422807885, -113.54372940097144 53.50038959540603))"
SB 175 St Btwn 85 - 82 Ave,Designated Zone - Playground;,4213,30,"MULTILINESTRING ((-113.62409980679737 53.51841735698799, -113.62318526352375 53.51542578565343))"
WB 63 Ave Btwn 124 - 127 St,Designated Zone - Playground;,4249,30,"MULTILINESTRING ((-113.54372940097144 53.50038959540603, -113.5439950257652 53.500389422807885, -113.544402806467 53.50037938833617, -113.54480874738027 53.500354240804874, -113.54519222047506 53.500316329785406, -113.54557124790006 53.50026493143607, -113.54594449958977 53.50020022765735, -113.54631066009408 53.50012244535116, -113.54771746321862 53.49972640509657))"
EB 12 Ave btwn Twin Brooks Dr - 113 St,Designated Zone – Playground;,4316,30,"MULTILINESTRING ((-113.52721710908706 53.444222307647344, -113.52698450844527 53.44408492418093, -113.52677506990364 53.44393484561506, -113.5263404202783 53.4435961452401, -113.52628725610745 53.4435504348755, -113.526184476201 53.443475063930684, -113.52600084840437 53.44335935053526, -113.52581348230856 53.44326531817585, -113.52560860470676 53.44318253673612, -113.52537319829315 53.4431090790015, -113.52513688270393 53.44305500390776, -113.52489559999987 53.44301760126476, -113.52471559113005 53.443000492718575))"
WB Hermitage Rd Btwn Hunt Rd - Huffman Cres,Designated Zone - Playground;,4140,30,"MULTILINESTRING ((-113.38707188534045 53.57974692903486, -113.387191823979 53.579776743451625, -113.3874056133147 53.579836109848735, -113.38763196429399 53.57990793635154, -113.38796233316354 53.5800314285437, -113.38830670232892 53.58018749377449, -113.38859417072815 53.580343942086785, -113.38877280844385 53.58045602159603, -113.38895541616192 53.58058511274399, -113.38910417352915 53.580703647445766, -113.3892741362691 53.580847039453914, -113.38967318387995 53.58118371089512, -113.38989855871135 53.581368660054345, -113.39014318233431 53.58154804841171, -113.3904048269118 53.581718669974975, -113.39063833688706 53.58185580690845, -113.39089641796757 53.58199265152215, -113.39109725169045 53.58208999202991, -113.391171141337 53.58212393435638))"
156 St SB between 94 - 92 Ave,Higher Frequency of Speeding; Higher Frequency of Collisions;,2558,50,"MULTILINESTRING ((-113.59032984469032 53.53005939508135, -113.59030752287734 53.529165441917876, -113.59034217693622 53.5276179127993, -113.59032914608503 53.52669967947543))"
SB 163 St Btwn 104 - 103 Ave,Designated Zone - Playground;,4177,30,"MULTILINESTRING ((-113.60263881220067 53.54640304417522, -113.60262700385611 53.54486656236332))"
NB Edwards Dr btwn 6 - 5 Ave SW,Designated Zone - Playground;,4299,30,"MULTILINESTRING ((-113.45860208973302 53.4280073109097, -113.45878701589393 53.428178455409586, -113.45897863272378 53.4283383594291, -113.4594206609377 53.42874394259196))"
98 Ave EB btwn Ottewell Rd - 67A St,Higher Frequency of Collisions;,2484,60,"MULTILINESTRING ((-113.43780988745954 53.53747882354912, -113.43696000364761 53.53747269095626, -113.43359240394055 53.53747103196745, -113.43335773877475 53.537474021508515, -113.43320503045373 53.53747931218984))"
156 St SB between 109 - 108 Ave,Higher Frequency of Collisions;,2775,50,"MULTILINESTRING ((-113.5903965932809 53.554157454264256, -113.59037291616019 53.55262266530908))"
WB 144 Ave btwn 69 - 72 St,Designated Zone - Playground;,4308,30,"MULTILINESTRING ((-113.4467475195709 53.60503812497773, -113.44684668766855 53.60505306602535, -113.44710198444895 53.60509398967887, -113.44731450013879 53.60513282458025, -113.44755242407105 53.60518014050811, -113.44982235737251 53.60567422695601, -113.45101177234885 53.60593250029876))"
132 Ave WB between 103 - 105 St,Higher Frequency of Speeding;,2472,50,"MULTILINESTRING ((-113.49724455990261 53.592052432626204, -113.49900656222927 53.59206174942709, -113.5007522775093 53.59206910864402))"
SB 130 St N of 113 - 111 Ave,Designated Zone - Playground;,4090,30,"MULTILINESTRING ((-113.54621484546239 53.56229806140515, -113.54621085003342 53.56207342950794, -113.54620855652499 53.560490489165495, -113.54620588186776 53.55890394268587))"
NB 139 St btwn Woodcroft Ave - 116 Ave,Designated Zone - Playground;,4312,30,"MULTILINESTRING ((-113.56138900122922 53.56616923291746, -113.56137895677567 53.56845001362689))"
82 Ave EB between 91 - 87 St,Higher Frequency of Speeding;,2543,50,"MULTILINESTRING ((-113.4674350913052 53.51802627426598, -113.46739812856558 53.5180231433187, -113.4643895430511 53.51802663315726, -113.46309100070044 53.518027909727095, -113.46278211311747 53.51802824306034, -113.46135671020797 53.51802965229638))"
EB 51 Ave Btwn 124 - 123 St,Designated Zone - Playground;,4246,30,"MULTILINESTRING ((-113.54613583347074 53.48814556735437, -113.54452380484051 53.488147607153685, -113.54418617149246 53.48815748704283, -113.54385021820751 53.48817984146878, -113.5437161270106 53.48818849994271))"
WB 164 Ave Btwn 84-87 St,Designated Zone - Playground;,4251,30,"MULTILINESTRING ((-113.47389417717913 53.62589923176294, -113.47403614756105 53.62598149791439, -113.47421918783236 53.62605716533673, -113.47436222838544 53.62609950696831, -113.47453431506253 53.626134775538226, -113.47469659659194 53.62615430876163, -113.47487588456195 53.626161614679894, -113.47612772696175 53.62616191406787))"
WB Fairway Dr btwn 119 - 121 St,Designated Zone - Playground;,4047,30,"MULTILINESTRING ((-113.53911981481129 53.4726700188343, -113.53985718080523 53.47267083301196, -113.5404457908497 53.47267104912592, -113.54061780905333 53.47267111112387, -113.54077702227973 53.47267477202555, -113.54093554203864 53.47268435638416, -113.54109274673029 53.47269982946535, -113.54124802709187 53.472721129627075, -113.54274463132423 53.472962391941046, -113.5428855113317 53.472980348654566, -113.54302714463024 53.472996053470034, -113.54317002584371 53.47300720423995, -113.54331370349274 53.47301376239159))"
SB 101 St between 108 - 107A Ave,Higher Frequency of Speeding; Higher Frequency of Collisions;,2722,50,"MULTILINESTRING ((-113.4937170497778 53.553157109012396, -113.49371735509159 53.55299727546846, -113.4937160444445 53.55140825867572))"
113A St SB between 132 - 130 Ave,Higher Frequency of Speeding;,2616,50,"MULTILINESTRING ((-113.51653823839484 53.591790622984014, -113.5165489846951 53.5915560239875, -113.5165495343753 53.59119743903908, -113.5165500286725 53.59011552493414, -113.51654934302154 53.5896003810762))"
EB 86 Ave btwn 68A - 64 St,Designated Zone - Playground;,4280,30,"MULTILINESTRING ((-113.43225187083316 53.5211635668103, -113.4305874369436 53.52115807803935, -113.42892300215978 53.52115256519372))"
Whitemud Dr. at Rainbow Valley Bridge,Higher Frequency of Speeding; Higher Frequency of Collisions;,302,80,"MULTILINESTRING ((-113.56064001677392 53.482430594070536, -113.55687388952276 53.48244069991314, -113.55377262224678 53.48244255418226, -113.55280664176396 53.482449932793635, -113.55044167992601 53.482529067500145, -113.54904677448387 53.48257972929439))"
WB 95 Ave between 158 - 160 St,Higher Frequency of Speeding;,2749,50,"MULTILINESTRING ((-113.59382779750739 53.53154907802865, -113.59732975609327 53.531563400820495))"
51 Ave EB between 114 - 112 St,Higher Frequency of Speeding;,2589,50,"MULTILINESTRING ((-113.52401574161749 53.488205159735095, -113.52273185560664 53.48820277626019, -113.52023855783159 53.4881796459282, -113.51979047596795 53.48817548408113))"
EB 91 Ave Btwn 145 - 143 St,Designated Zone - Playground;,4133,30,"MULTILINESTRING ((-113.57028568399501 53.52486858004816, -113.56875332106158 53.52486923217723, -113.5672773138524 53.524869843079564))"
SB Saddleback Rd btwn 27-25 Ave,Designated Zone - Playground;,4205,30,"MULTILINESTRING ((-113.52995119042943 53.45957561028719, -113.53004511317883 53.459237898381005, -113.53007108217737 53.45909315856994, -113.53006890112468 53.45894759723934, -113.53003859703708 53.45880315729354, -113.5299805734794 53.45866176872069, -113.52989560935843 53.45852531983374, -113.52978483659966 53.458395632024285, -113.52964973435877 53.45827443727801, -113.52949212333517 53.45816334670571, -113.52712488346977 53.45667837244553))"
EB Beaumaris Rd Btwn 109 St - W of 161 Ave,Designated Zone - Playground;,4136,30,"MULTILINESTRING ((-113.50970420000648 53.62164910113119, -113.50849542120054 53.62153755041378, -113.50842120864452 53.62153070213296, -113.50834446975583 53.62152066512031, -113.50774893578911 53.62144065309143, -113.50745475819788 53.62138698151437, -113.5071295311221 53.62131014873302, -113.50702795391925 53.62128299291559, -113.50693326348122 53.62125306807285, -113.50667310377504 53.621177168812835, -113.50645710565304 53.62108821217086))"
EB Lakewood Rd S btwn 83- 79 St,Designated Zone - Playground;,4273,30,"MULTILINESTRING ((-113.45736752303102 53.453958798152826, -113.4570297673451 53.45395878237491, -113.4566777856425 53.45397202473352, -113.45633041594395 53.454008418320775, -113.45600211638278 53.454075393166804, -113.45584500754866 53.45411929403209, -113.45568789840313 53.45416319379106, -113.4549965631523 53.454388874004195, -113.45376799802557 53.45478995127519, -113.4527609279712 53.45511868646253))"
